Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","17869","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","5445","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","115","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","16889","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","92","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","809","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","246","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","122","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","12","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","1376","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","97","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","1268","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1302","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","69","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","1516","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","51","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","14","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","10267","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","694","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","7958","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","10315","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","237","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","915","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","16","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","256","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","576","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","197","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","169","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","23","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","33","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","50","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","34","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","43","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","42","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","185","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","26282","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","5171","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3330","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","323231","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","479","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","2718","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","255","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","4409","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","318","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","5814","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","366","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","2158","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","10367","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","39","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","1036","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","5063","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","5192","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","51775","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1287","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","16202","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","8647","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","2543","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","5425","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","247","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","74","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","2004","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","98","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","62","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","922","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","26","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","1561","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","13","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","154","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","645","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","43","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","17997","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","684","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","4636","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","10293","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","109","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","542","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","28","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","226","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","68","France","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","2362","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","113","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","119","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","53","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","83","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","217","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","25","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","51","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","29","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","625","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","45","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","228","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","7","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","1008","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","1360","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","21","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","1972","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","164","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","230","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","29","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","2253","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","50","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","548","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","2190","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","30","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","127","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","132","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","11","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","2","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","4","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2511","Blé et produits","2017","2017","Milliers de tonnes","671","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2807","Riz et produits","2017","2017","Milliers de tonnes","155","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2513","Orge et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2514","Maïs et produits","2017","2017","Milliers de tonnes","3051","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2516","Avoine","2017","2017","Milliers de tonnes","17","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2517","Millet et produits","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","5301","Disponibilité intérieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","54","S","Données standardisées"
